CustomerID,CustomerName,Segment,Tier,FirstPurchaseDate,LastPurchaseDate,TotalPurchaseValue,NumberOfOrders,AvgOrderValue,PreferredChannel,Region,Country
C1224,SMB_Customer_1224,SMB,Silver,2023-04-07,2024-10-31,8287.02,5,1657.4,Online,North America,USA
C1225,Retail_Customer_1225,Retail,Bronze,2022-12-26,2023-05-31,494.06,3,164.69,Distributor,Asia Pacific,Canada
C1226,SMB_Customer_1226,SMB,Silver,2022-09-28,2024-04-16,8850.13,6,1475.02,Online,Europe,Canada
C1227,SMB_Customer_1227,SMB,Bronze,2022-02-06,2024-11-13,3247.67,6,541.28,Retail Store,Asia Pacific,Singapore
C1228,Retail_Customer_1228,Retail,Bronze,2023-09-04,2023-09-04,104.67,1,104.67,Corporate,North America,Mexico
C1229,Retail_Customer_1229,Retail,Bronze,2023-01-24,2023-11-23,2891.0,4,722.75,Retail Store,North America,Mexico
C1230,Enterprise_Customer_1230,Enterprise,Silver,2022-07-18,2024-12-05,9794.75,8,1224.34,Online,Asia Pacific,Australia
C1231,Retail_Customer_1231,Retail,Bronze,2022-08-30,2024-09-03,1021.34,6,170.22,Online,Europe,Canada
C1232,Retail_Customer_1232,Retail,Bronze,2022-06-22,2024-12-18,4462.47,7,637.5,Online,North America,USA
C1233,Retail_Customer_1233,Retail,Silver,2023-03-05,2024-02-10,5162.31,3,1720.77,Corporate,North America,Canada
C1234,SMB_Customer_1234,SMB,Silver,2022-04-13,2024-10-24,7036.08,5,1407.22,Corporate,Europe,Spain
C1235,Retail_Customer_1235,Retail,Bronze,2022-07-30,2023-05-28,4340.9,3,1446.97,Distributor,Asia Pacific,China
C1236,Enterprise_Customer_1236,Enterprise,Bronze,2022-10-02,2023-04-27,451.85,2,225.92,Distributor,Asia Pacific,Australia
C1237,Enterprise_Customer_1237,Enterprise,Bronze,2022-10-08,2024-04-07,542.27,4,135.57,Online,Europe,China
C1238,Retail_Customer_1238,Retail,Bronze,2022-05-13,2024-11-18,1857.31,3,619.1,Online,North America,Italy
C1239,SMB_Customer_1239,SMB,Silver,2023-08-21,2024-12-30,6621.42,5,1324.28,Retail Store,Europe,Italy
C1240,SMB_Customer_1240,SMB,Bronze,2022-06-24,2024-09-09,4796.55,5,959.31,Retail Store,North America,Mexico
C1241,Enterprise_Customer_1241,Enterprise,Silver,2022-04-25,2024-10-22,5675.76,3,1891.92,Corporate,North America,Canada
C1242,SMB_Customer_1242,SMB,Silver,2022-04-04,2024-11-05,7148.23,6,1191.37,Online,North America,Mexico
C1243,Retail_Customer_1243,Retail,Silver,2022-03-30,2024-04-06,8450.11,6,1408.35,Online,North America,Canada
C1244,Retail_Customer_1244,Retail,Bronze,2023-10-25,2024-02-17,1217.37,2,608.68,Online,Europe,Canada
C1245,Retail_Customer_1245,Retail,Bronze,2023-04-04,2023-11-08,641.8,3,213.93,Retail Store,Asia Pacific,Canada
C1246,Enterprise_Customer_1246,Enterprise,Bronze,2022-11-01,2024-11-24,2538.67,5,507.73,Distributor,North America,Japan
C1247,Enterprise_Customer_1247,Enterprise,Bronze,2022-01-10,2022-12-31,3508.54,4,877.14,Online,Europe,China
C1248,Retail_Customer_1248,Retail,Bronze,2022-03-15,2024-01-13,799.23,3,266.41,Retail Store,Europe,Germany
C1249,Retail_Customer_1249,Retail,Bronze,2023-04-09,2024-07-15,4354.12,3,1451.37,Corporate,North America,Germany
C1250,Retail_Customer_1250,Retail,Bronze,2022-05-27,2024-02-05,1028.12,2,514.06,Online,Asia Pacific,Singapore
C1251,Enterprise_Customer_1251,Enterprise,Bronze,2022-04-06,2022-04-06,186.24,1,186.24,Retail Store,Asia Pacific,Japan
C1252,Enterprise_Customer_1252,Enterprise,Bronze,2022-04-09,2023-08-31,566.09,4,141.52,Retail Store,Europe,France
C1253,Retail_Customer_1253,Retail,Bronze,2023-04-06,2024-05-29,1276.05,5,255.21,Corporate,Asia Pacific,Australia
C1254,Government_Customer_1254,Government,Silver,2022-09-25,2024-12-12,7805.41,6,1300.9,Online,Europe,USA
C1255,Enterprise_Customer_1255,Enterprise,Bronze,2022-10-01,2024-05-04,380.58,3,126.86,Corporate,Europe,Mexico
C1256,Retail_Customer_1256,Retail,Silver,2023-03-05,2024-05-27,6180.64,4,1545.16,Online,Europe,Canada
C1257,Retail_Customer_1257,Retail,Silver,2022-04-07,2024-10-09,5448.12,5,1089.62,Online,Asia Pacific,Canada
C1258,Enterprise_Customer_1258,Enterprise,Bronze,2022-09-27,2024-06-26,891.42,4,222.86,Online,North America,USA
C1259,Retail_Customer_1259,Retail,Bronze,2022-10-14,2024-06-15,3456.32,7,493.76,Corporate,North America,Canada
C1260,Enterprise_Customer_1260,Enterprise,Silver,2022-06-24,2024-03-04,5289.35,6,881.56,Retail Store,North America,Canada
C1261,Enterprise_Customer_1261,Enterprise,Bronze,2022-01-19,2023-08-07,4466.18,3,1488.73,Distributor,North America,Canada
C1262,Retail_Customer_1262,Retail,Bronze,2023-10-20,2024-04-10,2629.37,2,1314.68,Online,Asia Pacific,Australia
C1263,Retail_Customer_1263,Retail,Bronze,2022-12-23,2023-03-08,316.16,2,158.08,Corporate,Europe,Germany
C1264,Retail_Customer_1264,Retail,Silver,2022-01-25,2024-05-23,7867.99,6,1311.33,Online,Europe,Australia
C1265,SMB_Customer_1265,SMB,Bronze,2022-05-10,2024-07-02,657.39,3,219.13,Distributor,Europe,Germany
C1266,SMB_Customer_1266,SMB,Silver,2022-06-02,2024-07-18,7912.09,7,1130.3,Online,North America,Canada
C1267,SMB_Customer_1267,SMB,Bronze,2022-02-26,2022-10-17,546.85,3,182.28,Corporate,North America,USA
C1268,SMB_Customer_1268,SMB,Bronze,2023-01-05,2024-05-19,1578.08,5,315.62,Corporate,North America,Canada
C1269,Retail_Customer_1269,Retail,Bronze,2022-02-21,2023-06-10,4793.72,3,1597.91,Corporate,North America,Mexico
C1270,Retail_Customer_1270,Retail,Bronze,2022-03-18,2022-11-09,468.19,3,156.06,Online,Asia Pacific,Canada
C1271,Retail_Customer_1271,Retail,Bronze,2022-06-17,2023-10-26,3452.42,3,1150.81,Online,Asia Pacific,Australia
C1272,SMB_Customer_1272,SMB,Bronze,2022-03-24,2024-04-09,326.0,2,163.0,Distributor,Europe,Canada
C1273,Enterprise_Customer_1273,Enterprise,Bronze,2022-02-02,2024-03-16,2529.57,4,632.39,Retail Store,Europe,Germany
C1274,Retail_Customer_1274,Retail,Bronze,2022-02-21,2024-09-17,2103.11,7,300.44,Online,North America,Canada
C1275,Enterprise_Customer_1275,Enterprise,Bronze,2022-03-19,2023-06-24,1684.23,5,336.85,Online,Europe,UK
C1276,Enterprise_Customer_1276,Enterprise,Bronze,2022-07-17,2024-10-14,2038.12,5,407.62,Online,North America,USA
C1277,Retail_Customer_1277,Retail,Bronze,2024-04-29,2024-12-14,1591.74,3,530.58,Retail Store,Asia Pacific,France
C1278,SMB_Customer_1278,SMB,Silver,2022-11-02,2023-10-31,5568.37,4,1392.09,Corporate,Asia Pacific,China
C1279,Enterprise_Customer_1279,Enterprise,Bronze,2022-03-27,2022-12-16,365.65,2,182.82,Corporate,North America,Canada
C1280,Retail_Customer_1280,Retail,Bronze,2023-12-03,2024-06-14,1368.69,4,342.17,Online,Asia Pacific,Japan
C1281,SMB_Customer_1281,SMB,Bronze,2022-01-03,2024-05-25,996.21,4,249.05,Retail Store,Asia Pacific,China
C1282,Retail_Customer_1282,Retail,Bronze,2023-10-09,2024-07-09,1261.29,3,420.43,Corporate,Asia Pacific,Australia
C1283,SMB_Customer_1283,SMB,Bronze,2023-02-25,2024-11-27,723.62,3,241.21,Online,Europe,France
C1284,Enterprise_Customer_1284,Enterprise,Bronze,2022-10-28,2024-05-17,2790.84,2,1395.42,Online,Europe,Germany
C1285,Retail_Customer_1285,Retail,Bronze,2022-07-27,2023-11-07,3157.13,5,631.43,Online,Europe,Australia
C1286,Enterprise_Customer_1286,Enterprise,Silver,2022-01-09,2024-10-24,10816.08,8,1352.01,Retail Store,North America,Mexico
C1287,Retail_Customer_1287,Retail,Bronze,2022-08-16,2023-10-04,4076.51,4,1019.13,Retail Store,North America,Canada
C1288,Retail_Customer_1288,Retail,Bronze,2023-06-01,2024-11-27,914.04,3,304.68,Online,North America,Germany
C1289,Retail_Customer_1289,Retail,Bronze,2022-07-04,2024-01-21,1063.54,4,265.88,Online,Europe,Canada
C1290,Government_Customer_1290,Government,Bronze,2022-03-16,2024-07-15,4175.31,7,596.47,Corporate,North America,Canada
C1291,Retail_Customer_1291,Retail,Bronze,2022-02-26,2024-07-03,2437.21,5,487.44,Online,North America,Canada
C1292,Retail_Customer_1292,Retail,Bronze,2022-01-20,2024-08-24,508.63,2,254.32,Corporate,Europe,France
C1293,Enterprise_Customer_1293,Enterprise,Bronze,2022-11-16,2024-11-25,2238.66,6,373.11,Online,Europe,Germany
C1294,Retail_Customer_1294,Retail,Bronze,2022-06-10,2022-06-10,105.6,1,105.6,Online,Europe,Italy
C1295,Enterprise_Customer_1295,Enterprise,Bronze,2023-12-13,2024-07-10,686.34,2,343.17,Retail Store,Asia Pacific,Mexico
C1296,Government_Customer_1296,Government,Bronze,2022-11-28,2023-03-08,602.64,2,301.32,Online,Asia Pacific,Singapore
C1297,Retail_Customer_1297,Retail,Bronze,2023-04-14,2023-04-14,474.05,1,474.05,Online,Asia Pacific,Singapore
C1298,Retail_Customer_1298,Retail,Bronze,2022-09-26,2024-05-13,758.67,4,189.67,Online,North America,Canada
C1299,Retail_Customer_1299,Retail,Bronze,2022-12-09,2023-06-12,836.52,2,418.26,Online,North America,Canada
C1300,Retail_Customer_1300,Retail,Bronze,2022-12-24,2023-01-08,590.64,2,295.32,Corporate,Asia Pacific,Singapore
C1301,SMB_Customer_1301,SMB,Bronze,2022-01-01,2023-12-05,1058.83,3,352.94,Online,North America,Canada
C1302,SMB_Customer_1302,SMB,Bronze,2022-03-15,2024-12-02,1041.26,4,260.32,Retail Store,Europe,France
C1303,Retail_Customer_1303,Retail,Bronze,2022-09-11,2024-12-09,1159.42,2,579.71,Corporate,Europe,Spain
C1304,Retail_Customer_1304,Retail,Bronze,2022-01-15,2024-10-25,2502.67,7,357.52,Online,North America,Italy
C1305,Retail_Customer_1305,Retail,Bronze,2022-11-27,2024-08-06,1825.4,6,304.23,Online,North America,Spain
C1306,SMB_Customer_1306,SMB,Bronze,2022-01-22,2024-06-19,4682.32,5,936.46,Online,Europe,Germany
C1307,Retail_Customer_1307,Retail,Bronze,2024-01-28,2024-11-17,340.7,3,113.57,Online,Asia Pacific,Singapore
C1308,Retail_Customer_1308,Retail,Bronze,2022-06-25,2024-01-31,2940.71,4,735.18,Corporate,Europe,Germany
C1309,Retail_Customer_1309,Retail,Bronze,2023-04-22,2023-09-01,989.7,3,329.9,Corporate,North America,Mexico
C1310,SMB_Customer_1310,SMB,Silver,2022-03-06,2024-10-09,9406.19,7,1343.74,Retail Store,North America,Italy
C1311,SMB_Customer_1311,SMB,Bronze,2022-07-12,2024-07-15,3182.01,3,1060.67,Distributor,Europe,Spain
C1312,Retail_Customer_1312,Retail,Bronze,2024-12-02,2024-12-02,902.86,1,902.86,Corporate,North America,Canada
C1313,Government_Customer_1313,Government,Bronze,2022-11-14,2023-02-24,594.39,2,297.2,Online,Asia Pacific,Japan
C1314,SMB_Customer_1314,SMB,Bronze,2022-05-03,2024-02-13,230.88,2,115.44,Online,North America,Mexico
C1315,Retail_Customer_1315,Retail,Bronze,2022-04-24,2024-09-30,1933.42,3,644.47,Online,North America,Canada
C1316,Enterprise_Customer_1316,Enterprise,Silver,2022-06-04,2024-12-09,6542.14,5,1308.43,Retail Store,North America,Canada
C1317,Retail_Customer_1317,Retail,Bronze,2023-02-27,2024-12-09,2057.99,5,411.6,Retail Store,Europe,USA
C1318,Retail_Customer_1318,Retail,Bronze,2022-05-17,2024-11-18,2334.11,5,466.82,Retail Store,Asia Pacific,USA
C1319,Retail_Customer_1319,Retail,Bronze,2024-10-03,2024-10-03,609.4,1,609.4,Retail Store,Asia Pacific,Japan
C1320,Retail_Customer_1320,Retail,Bronze,2022-08-17,2024-07-14,755.92,4,188.98,Corporate,Europe,Canada
C1321,Retail_Customer_1321,Retail,Silver,2022-08-02,2024-10-17,5735.64,8,716.96,Online,Europe,Mexico
C1322,SMB_Customer_1322,SMB,Bronze,2022-04-09,2023-05-18,4976.37,4,1244.09,Online,Europe,Canada
C1323,Government_Customer_1323,Government,Silver,2023-01-26,2024-07-15,7195.05,6,1199.18,Online,Asia Pacific,Australia
C1324,Retail_Customer_1324,Retail,Bronze,2022-01-21,2024-12-30,3424.25,3,1141.42,Corporate,Europe,France
C1325,Retail_Customer_1325,Retail,Bronze,2022-07-08,2024-01-10,3108.31,3,1036.1,Corporate,Asia Pacific,Australia
C1326,Retail_Customer_1326,Retail,Bronze,2022-05-04,2024-08-11,903.8,4,225.95,Online,Europe,Italy
C1327,Retail_Customer_1327,Retail,Bronze,2022-07-02,2024-10-19,2851.15,5,570.23,Corporate,Europe,Germany
C1328,Retail_Customer_1328,Retail,Bronze,2024-05-13,2024-07-01,753.72,2,376.86,Corporate,Europe,Spain
C1329,Enterprise_Customer_1329,Enterprise,Bronze,2023-02-06,2024-10-19,1163.6,2,581.8,Corporate,Europe,Germany
C1330,Government_Customer_1330,Government,Bronze,2023-03-08,2024-05-21,629.13,3,209.71,Online,North America,Canada
C1331,Retail_Customer_1331,Retail,Bronze,2022-02-11,2024-04-28,4533.33,3,1511.11,Online,North America,Australia
C1332,Retail_Customer_1332,Retail,Bronze,2022-02-20,2024-10-30,1072.33,5,214.47,Retail Store,Europe,Mexico
C1333,Retail_Customer_1333,Retail,Bronze,2022-05-17,2022-06-26,3116.02,2,1558.01,Corporate,Asia Pacific,Australia
C1334,Enterprise_Customer_1334,Enterprise,Silver,2022-07-23,2024-06-12,16058.46,5,3211.69,Retail Store,North America,Australia
C1335,SMB_Customer_1335,SMB,Bronze,2022-04-07,2024-10-23,1956.51,3,652.17,Retail Store,North America,Japan
C1336,Retail_Customer_1336,Retail,Bronze,2022-08-06,2024-03-22,2276.28,3,758.76,Online,North America,Canada
C1337,Enterprise_Customer_1337,Enterprise,Bronze,2022-03-03,2023-02-23,1806.68,5,361.34,Online,Asia Pacific,Canada
C1338,SMB_Customer_1338,SMB,Bronze,2022-05-19,2024-09-17,916.09,3,305.36,Retail Store,Europe,France
C1339,Retail_Customer_1339,Retail,Bronze,2022-03-28,2024-10-03,4515.37,5,903.07,Online,North America,Canada
C1340,SMB_Customer_1340,SMB,Silver,2022-10-30,2024-02-27,8907.54,5,1781.51,Retail Store,North America,Canada
C1341,Retail_Customer_1341,Retail,Bronze,2022-06-11,2024-12-14,4482.4,5,896.48,Distributor,Europe,UK
C1342,Retail_Customer_1342,Retail,Silver,2023-10-28,2024-04-13,5543.68,2,2771.84,Online,Asia Pacific,Australia
C1343,Enterprise_Customer_1343,Enterprise,Bronze,2022-01-12,2024-01-31,1445.56,3,481.85,Corporate,Europe,China
C1344,Retail_Customer_1344,Retail,Bronze,2023-06-16,2024-09-09,2337.42,3,779.14,Online,Asia Pacific,Canada
C1345,Retail_Customer_1345,Retail,Bronze,2022-06-24,2024-07-11,3841.2,6,640.2,Online,Europe,France
C1346,SMB_Customer_1346,SMB,Bronze,2024-11-13,2024-11-13,83.03,1,83.03,Online,Europe,Germany
C1347,Retail_Customer_1347,Retail,Silver,2022-06-27,2024-02-18,5621.16,4,1405.29,Online,North America,Canada
C1348,SMB_Customer_1348,SMB,Bronze,2022-04-15,2024-10-07,4669.89,4,1167.47,Retail Store,North America,Canada
C1349,Retail_Customer_1349,Retail,Bronze,2022-05-04,2024-12-15,722.36,3,240.79,Online,North America,USA
C1350,Retail_Customer_1350,Retail,Bronze,2022-12-30,2024-04-08,4518.13,2,2259.06,Online,Asia Pacific,Mexico
C1351,SMB_Customer_1351,SMB,Bronze,2022-01-15,2024-12-19,488.47,2,244.24,Online,Asia Pacific,China
C1352,Enterprise_Customer_1352,Enterprise,Bronze,2022-12-30,2024-12-22,833.84,4,208.46,Online,Europe,Italy
C1353,Retail_Customer_1353,Retail,Bronze,2022-02-22,2023-07-31,1036.91,2,518.46,Corporate,Asia Pacific,China
C1354,Enterprise_Customer_1354,Enterprise,Silver,2022-03-01,2024-12-30,10162.31,4,2540.58,Online,Asia Pacific,Australia
C1355,Government_Customer_1355,Government,Bronze,2022-02-03,2024-10-07,1795.75,4,448.94,Online,Europe,Canada
C1356,Retail_Customer_1356,Retail,Bronze,2023-07-29,2023-07-29,340.0,1,340.0,Retail Store,Asia Pacific,Singapore
C1357,SMB_Customer_1357,SMB,Silver,2022-02-26,2024-10-05,7275.35,8,909.42,Retail Store,Europe,Spain
C1358,Retail_Customer_1358,Retail,Bronze,2022-04-04,2024-06-13,4392.25,5,878.45,Online,Asia Pacific,Canada
C1359,SMB_Customer_1359,SMB,Bronze,2022-11-08,2024-06-06,4518.16,3,1506.05,Corporate,Asia Pacific,Australia
C1360,Government_Customer_1360,Government,Bronze,2023-01-30,2024-12-02,871.48,3,290.49,Corporate,North America,Canada
C1361,Retail_Customer_1361,Retail,Bronze,2022-12-17,2022-12-17,244.64,1,244.64,Online,North America,Mexico
C1362,Retail_Customer_1362,Retail,Bronze,2022-05-20,2024-10-29,3709.57,6,618.26,Online,Asia Pacific,Canada
C1363,SMB_Customer_1363,SMB,Bronze,2023-04-20,2024-12-18,723.75,4,180.94,Retail Store,Asia Pacific,Singapore
C1364,SMB_Customer_1364,SMB,Bronze,2023-10-28,2024-11-04,1210.92,4,302.73,Online,North America,USA
C1365,SMB_Customer_1365,SMB,Bronze,2022-08-27,2024-07-09,4177.29,4,1044.32,Online,Europe,Spain
C1366,Retail_Customer_1366,Retail,Bronze,2022-08-20,2024-11-18,3076.75,3,1025.58,Distributor,Asia Pacific,Australia
C1367,Enterprise_Customer_1367,Enterprise,Bronze,2022-09-27,2024-02-16,4932.43,2,2466.22,Corporate,Asia Pacific,Australia
C1368,Retail_Customer_1368,Retail,Bronze,2022-10-28,2024-10-24,2502.83,4,625.71,Online,Europe,Italy
C1369,Retail_Customer_1369,Retail,Silver,2023-08-26,2024-04-10,6369.85,2,3184.92,Distributor,North America,Canada
C1370,Enterprise_Customer_1370,Enterprise,Bronze,2022-03-05,2024-10-31,2772.38,3,924.13,Online,North America,Mexico
C1371,SMB_Customer_1371,SMB,Bronze,2022-02-02,2023-04-15,1089.94,5,217.99,Distributor,North America,USA
C1372,Retail_Customer_1372,Retail,Bronze,2022-08-25,2024-09-06,1025.74,3,341.91,Online,Asia Pacific,Australia
C1373,Retail_Customer_1373,Retail,Bronze,2023-10-12,2024-09-13,563.09,2,281.54,Corporate,Asia Pacific,Japan
C1374,Retail_Customer_1374,Retail,Bronze,2023-07-30,2024-12-07,2599.34,2,1299.67,Distributor,Asia Pacific,Australia
C1375,SMB_Customer_1375,SMB,Bronze,2022-02-04,2024-03-01,4098.73,4,1024.68,Corporate,Europe,France
C1376,Retail_Customer_1376,Retail,Bronze,2023-06-18,2024-07-11,1951.6,2,975.8,Distributor,Europe,Canada
C1377,Enterprise_Customer_1377,Enterprise,Bronze,2022-03-01,2024-06-15,4261.7,4,1065.42,Online,North America,USA
C1378,Retail_Customer_1378,Retail,Bronze,2022-03-09,2022-12-13,1143.83,3,381.28,Corporate,Europe,Italy
C1379,Retail_Customer_1379,Retail,Silver,2022-03-21,2024-11-23,5606.88,8,700.86,Retail Store,North America,Mexico
C1380,Government_Customer_1380,Government,Bronze,2023-05-22,2024-07-08,454.49,2,227.24,Corporate,Asia Pacific,Canada
C1381,Enterprise_Customer_1381,Enterprise,Bronze,2022-10-14,2023-02-19,672.01,3,224.0,Corporate,Europe,Germany
C1382,Retail_Customer_1382,Retail,Bronze,2024-07-02,2024-07-02,876.32,1,876.32,Retail Store,North America,Mexico
C1383,SMB_Customer_1383,SMB,Silver,2022-11-07,2024-04-17,6902.43,5,1380.49,Online,Europe,Spain
C1384,Retail_Customer_1384,Retail,Bronze,2022-06-29,2022-11-28,625.32,2,312.66,Corporate,Europe,France
C1385,Enterprise_Customer_1385,Enterprise,Bronze,2022-07-31,2024-06-20,1480.65,2,740.32,Online,Asia Pacific,Singapore
C1386,Retail_Customer_1386,Retail,Bronze,2024-01-30,2024-05-06,854.58,3,284.86,Online,North America,Canada
C1387,Enterprise_Customer_1387,Enterprise,Bronze,2022-09-06,2022-09-06,356.4,1,356.4,Retail Store,Europe,France
C1388,Government_Customer_1388,Government,Bronze,2022-05-16,2024-12-30,385.66,3,128.55,Corporate,Europe,Germany
C1389,Retail_Customer_1389,Retail,Silver,2022-04-01,2024-04-10,6763.62,5,1352.72,Online,Europe,China
C1390,Retail_Customer_1390,Retail,Bronze,2022-08-12,2024-03-09,2819.84,5,563.97,Retail Store,Europe,UK
C1391,Enterprise_Customer_1391,Enterprise,Silver,2022-04-04,2024-06-24,9516.26,5,1903.25,Distributor,North America,Australia
C1392,Retail_Customer_1392,Retail,Bronze,2022-03-27,2024-10-10,4960.71,4,1240.18,Retail Store,Asia Pacific,Australia
C1393,Retail_Customer_1393,Retail,Bronze,2022-04-04,2024-05-15,3755.54,3,1251.85,Corporate,Europe,France
C1394,Enterprise_Customer_1394,Enterprise,Silver,2022-03-25,2023-10-04,8093.28,4,2023.32,Online,North America,USA
C1395,Government_Customer_1395,Government,Bronze,2023-04-14,2023-07-09,998.99,2,499.5,Online,Europe,Italy
C1396,Retail_Customer_1396,Retail,Silver,2022-10-15,2024-05-16,8068.36,5,1613.67,Retail Store,Asia Pacific,China
C1397,SMB_Customer_1397,SMB,Bronze,2022-10-31,2024-10-15,3023.43,4,755.86,Online,North America,Mexico
C1398,Retail_Customer_1398,Retail,Bronze,2022-08-02,2023-10-06,3831.46,4,957.86,Retail Store,Europe,Canada
C1399,Retail_Customer_1399,Retail,Silver,2022-03-13,2024-04-24,5214.69,3,1738.23,Online,Asia Pacific,Canada
C1400,Enterprise_Customer_1400,Enterprise,Bronze,2022-12-17,2024-04-19,851.38,3,283.79,Retail Store,North America,Canada
C1401,Retail_Customer_1401,Retail,Bronze,2022-12-15,2024-06-16,2527.35,5,505.47,Online,Europe,Spain
C1402,Retail_Customer_1402,Retail,Silver,2022-08-22,2024-08-05,5042.47,4,1260.62,Online,Asia Pacific,China
C1403,Retail_Customer_1403,Retail,Bronze,2022-07-21,2024-09-08,2893.51,5,578.7,Online,Europe,France
C1404,Retail_Customer_1404,Retail,Silver,2022-12-19,2024-02-22,7642.22,3,2547.41,Online,Asia Pacific,Mexico
C1405,Retail_Customer_1405,Retail,Bronze,2022-05-25,2024-03-17,3462.54,3,1154.18,Corporate,North America,Mexico
C1406,SMB_Customer_1406,SMB,Bronze,2022-10-11,2023-04-25,532.47,3,177.49,Corporate,North America,Canada
C1407,SMB_Customer_1407,SMB,Bronze,2022-04-04,2023-02-24,1050.19,5,210.04,Online,North America,Canada
C1408,Enterprise_Customer_1408,Enterprise,Bronze,2023-03-06,2024-11-02,2079.85,3,693.28,Retail Store,North America,USA
C1409,Retail_Customer_1409,Retail,Silver,2022-02-15,2024-02-08,11181.15,4,2795.29,Online,Asia Pacific,Singapore
C1410,Retail_Customer_1410,Retail,Bronze,2024-01-06,2024-10-13,609.54,3,203.18,Online,Europe,Germany
C1411,Enterprise_Customer_1411,Enterprise,Bronze,2022-05-16,2023-12-04,1651.03,2,825.52,Corporate,Europe,France
C1412,Retail_Customer_1412,Retail,Bronze,2022-08-09,2024-04-29,3167.23,5,633.45,Online,North America,Canada
C1413,Retail_Customer_1413,Retail,Bronze,2022-09-20,2022-11-27,1047.24,2,523.62,Online,North America,Mexico
C1414,SMB_Customer_1414,SMB,Bronze,2022-10-30,2022-10-30,211.66,1,211.66,Online,North America,Mexico
C1415,Retail_Customer_1415,Retail,Bronze,2022-01-02,2024-08-06,4869.79,5,973.96,Distributor,Europe,Canada
C1416,Retail_Customer_1416,Retail,Bronze,2022-08-17,2023-09-23,891.41,4,222.85,Online,North America,Italy
C1417,Retail_Customer_1417,Retail,Bronze,2022-06-25,2023-08-21,3829.76,3,1276.59,Online,Asia Pacific,China
C1418,Retail_Customer_1418,Retail,Bronze,2022-08-14,2023-12-21,3426.74,3,1142.25,Corporate,Europe,Canada
C1419,Retail_Customer_1419,Retail,Silver,2022-05-16,2024-11-26,9041.67,4,2260.42,Online,Asia Pacific,Canada
C1420,Retail_Customer_1420,Retail,Bronze,2022-12-16,2024-09-06,3781.33,4,945.33,Distributor,North America,Canada
C1421,Retail_Customer_1421,Retail,Silver,2022-05-22,2024-05-04,5834.01,4,1458.5,Retail Store,Europe,Mexico
C1422,Enterprise_Customer_1422,Enterprise,Bronze,2022-04-27,2024-08-01,2030.87,5,406.17,Online,North America,USA
C1423,SMB_Customer_1423,SMB,Bronze,2022-01-08,2024-01-10,3270.71,3,1090.24,Distributor,Asia Pacific,Canada
C1424,Retail_Customer_1424,Retail,Bronze,2022-04-16,2024-04-05,2179.95,5,435.99,Retail Store,Europe,Canada
C1425,Retail_Customer_1425,Retail,Bronze,2024-04-23,2024-08-19,3953.68,2,1976.84,Corporate,North America,USA
C1426,Retail_Customer_1426,Retail,Bronze,2022-12-07,2024-12-12,3612.47,5,722.49,Corporate,Asia Pacific,Australia
C1427,Enterprise_Customer_1427,Enterprise,Silver,2022-03-07,2024-10-29,6585.07,8,823.13,Online,North America,USA
C1428,Enterprise_Customer_1428,Enterprise,Bronze,2022-05-31,2024-06-02,1155.88,5,231.18,Retail Store,North America,Mexico
C1429,Retail_Customer_1429,Retail,Bronze,2023-06-03,2024-08-26,3335.82,3,1111.94,Corporate,Asia Pacific,Singapore
C1430,SMB_Customer_1430,SMB,Bronze,2022-02-07,2023-12-28,1001.63,4,250.41,Online,Europe,Germany
C1431,Retail_Customer_1431,Retail,Bronze,2022-01-29,2023-12-28,1395.54,5,279.11,Online,North America,USA
C1432,Retail_Customer_1432,Retail,Bronze,2022-09-16,2024-10-12,1017.47,2,508.74,Online,Asia Pacific,China
C1433,Retail_Customer_1433,Retail,Silver,2022-01-27,2024-10-11,8229.99,7,1175.71,Online,Europe,UK
C1434,Retail_Customer_1434,Retail,Bronze,2022-07-28,2023-10-04,422.25,3,140.75,Corporate,Europe,Germany
C1435,Enterprise_Customer_1435,Enterprise,Bronze,2024-04-08,2024-04-08,38.28,1,38.28,Online,Asia Pacific,Singapore
C1436,Retail_Customer_1436,Retail,Silver,2022-02-04,2023-05-24,8409.25,5,1681.85,Retail Store,North America,USA
C1437,Retail_Customer_1437,Retail,Silver,2022-02-19,2024-10-23,5120.15,4,1280.04,Online,Europe,Italy
C1438,Retail_Customer_1438,Retail,Bronze,2022-03-22,2024-07-30,1819.4,7,259.91,Corporate,North America,USA
C1439,Government_Customer_1439,Government,Bronze,2022-05-14,2024-04-24,1069.19,6,178.2,Online,Europe,Germany
C1440,Retail_Customer_1440,Retail,Silver,2022-03-17,2024-07-14,7189.89,5,1437.98,Online,North America,Canada
C1441,Retail_Customer_1441,Retail,Bronze,2022-05-15,2022-05-15,303.46,1,303.46,Online,Asia Pacific,Japan
C1442,Enterprise_Customer_1442,Enterprise,Bronze,2022-02-11,2024-10-24,1066.31,3,355.44,Online,Europe,Italy
C1443,SMB_Customer_1443,SMB,Bronze,2022-10-28,2023-05-19,2964.3,3,988.1,Online,North America,USA
C1444,Retail_Customer_1444,Retail,Bronze,2023-01-08,2023-11-21,2524.24,4,631.06,Online,North America,Mexico
C1445,Retail_Customer_1445,Retail,Bronze,2022-08-25,2024-11-23,313.34,2,156.67,Distributor,Asia Pacific,China
C1446,Retail_Customer_1446,Retail,Bronze,2024-06-07,2024-06-07,384.36,1,384.36,Online,Asia Pacific,Japan
